Name,Description,Icon,Price,Category,Link
Battle Pass Boost,"Buy The First Descendant Battle Pass Boost and speedrun the entire journey of 96 Levels with special rewards quickly and effortlessly. Battle Pass in TFD is a progression system made of almost 100 levels to farm. The key feature is that some rewards are available only through the BP. Thus, a powerful Ultimate weapon, Excava, is Battle Pass exclusive, so it's crucial to max your levels and not skip any good item!
With TFD Battle Pass boosting service, you will get:
The chosen amount of Battle Pass levels farmed;
Unique BP rewards you won't get anywhere else;
Resources and Materials farmed during the service.",https://skycoach.gg/storage/uploads/products/battle-pass-boost1720431044_picture_bg.png,"13,49 €",Season 2,https://skycoach.gg/the-first-descendant-boost/current-season
Void Erosion Purge Boost,"Buy TFD Void Erosion Purge boost to get this time-limited endgame activity completed quickly, effortlessly, and guaranteed.
In Void Erosion Purge missions, enemies get stronger and stronger with each stage, so getting to the last one is a real challenge only the toughest players with the strongest builds can complete. On the other hand, the further you go, the better rewards you get, so it's crucial to complete each run from start to finish.
If you don't want to spend dozens of hours upgrading your character or trying one attempt after another, we have a perfect solution for you! Our PROs will easily get you through all stages, so you can get maximum value in minimum time!
With our TFD Void Erosion Purge carry, you will get:
The selected number of Void Erosion Purge missions completed with maximum stages;
Chance to get a lot of Augmentation Cores to power up your guns;
Lots of time saved!
Note: If you choose Selfplay, our PROs will reach the highest Erosion Purge stage, according to your character's possibilities.",https://skycoach.gg/storage/uploads/products/void-erosion-purge-boost1736852887_picture_bg.png,"3,24 €",Missions,https://skycoach.gg/the-first-descendant-boost/missions
Arche Tuning Powerleveling,"Buy TFD Arche Tuning Powerleveling and enhance your character's potential and DPS by reaching the maximum level quickly, effortlessly, and guaranteed. Let our PROs increase your Unique Arch Factor to level 40, and watch how your gaming experience will change. The deal is straightforward: we do all the hard work, and you enjoy your damage gains!
With our TFD Arche level boosting, you will get:
The desired Unique Arche Factor reached;
Lots of Tuning Effects unlocked to boost your stats;
All the loot and resources gathered during the service.",https://skycoach.gg/storage/uploads/products/arche-tuning-powerleveling1742565611_picture_bg.png,"6,31 €",Season 2,https://skycoach.gg/the-first-descendant-boost/current-season
Ultimate Freyna Best Build,"Buy The First Descendant Ultimate Freyna Build and obtain the most potent and flexible Endgame build for any purpose of your or the PRO's choice! This service includes everything you need to dominate with normal or Ultimate Freyna, from the best weapon to the best modules, and all necessary polarizations are done. This is your chance to forget about the grinding for dozens of hours and start your game journey the best way possible!
With TFD Ultimate Freyna Endgame custom build, you'll get:
The endgame-perfect meta build with a demanded number of Module polarizations;
Any Ultimate Weapon of your/PRO's choice obtained and boosted to Proficiency Level 40;
Ultimate Freyna/Freyna unlock and Level 40 boost;
The best Weapon and Gear Modules of your choice (you can ask the PROs to design the best build for you) obtained;
Tons of Mastery EXP, valuable Currency, and rare Materials.
Trust our PROs to farm this build for you and save you valuable time. The price for our TFD Ultimate Freyna best build boost is fair, as usual.",https://skycoach.gg/storage/uploads/products/ultimate-freyna-best-build1724837079_picture_bg.png,"179,99 €",Season 2,https://skycoach.gg/the-first-descendant-boost/current-season
Void Intercept Boost,"Buy The First Descendant Void Intercept Boost to easily complete all Raid-like game events and obtain the best rewards. Void Intercepts in TFD are a set of specified Boss fights in special arenas located in different areas. Each Boss has his own mechanics, and defeating such Bosses demands from players a well-planned strategy, flawless team communication, and a high character level with top gear to deal with high Boss stats. All these factors mean that completing Void Intercept raids is a difficult challenge but a highly rewarding one. Instead of trying hard for hours, you can rely on Skycoach's professionals, who will complete any Intercept quickly and guarantee it.
With TFD Void Intercept boosting service, you'll get:
Chosen Void Intercepts completed on the chosen difficulty;
A chance to drop some of the best game's loot rewards;
Lots of resources, along with other rewards.",https://skycoach.gg/storage/uploads/products/void-intercept-boost1720003247_picture_bg.png,"0,89 €",Missions,https://skycoach.gg/the-first-descendant-boost/missions
Infiltration Missions Boost,"Buy The First Descendant Infiltration Operations Boost and nail all Dungeon-styled versions of Main Missions effortlessly. If you feel that Story missions with their rewards are not enough, you can purchase this service to reap all the rewards from these Co-op challenging adventures without taking time to prepare for the hardcore. Just select the difficulty, and our PROs will do the rest of the work!
With TFD Infiltration Missions boosting service, you'll get:
Chosen Operations completed on the chosen difficulty;
Tons of various Loot and Resources obtained.",https://skycoach.gg/storage/uploads/products/infiltration-missions-boost1720003232_picture_bg.png,"3,68 €",Season 2,https://skycoach.gg/the-first-descendant-boost/current-season
Fellows Farm,"Buy TFD Fellows farm and unlock these adorable companions quickly, effortlessly, and guaranteed!
These are not just cute pets; Fellows provide functions of auto picking up and auto dismantling with configurable filters. Make your gameplay much more fun and with much less boring routines with our help; let us unlock a Fellow for you in no time!
With our TFD Fellows farming service, you will get:
A Fellow (companion) obtained on your account;
Void Vessel dungeon completions with all its rewards;
Tons of resources and materials;
Exp, Seasonal Battle Pass Exp, valuable gear, currencies, etc., farmed during the service.
Important note
: If you are buying this service before the Season 2, your order's completion will start after the Season begins (05/12).",https://skycoach.gg/storage/uploads/products/fellows-farm1732106282_picture_bg.png,"44,99 €",Season 2,https://skycoach.gg/the-first-descendant-boost/current-season
Hammer & Anvil,"Buy The First Descendant Hammer & Anvil to get the Season 2 Ultimate Weapon quickly and effortlessly. Hammer & Anvil is a Shotgun from Season 2 with a lot of devastating DMG. Let us do all the hard work and boring grinding so you don't have to!
Utilize its potential by choosing our options with Guaranteed God Rolls on stats and see how your DPS will skyrocket! You can choose the stats from our PROs to ensure you will play with maximized damage!
With TFD Hammer & Anvil unlock, you'll get:
Hammer & Anvil Ultimate Shotgun obtained;
The selected number of Random or Guaranteed Rolls;
The best DPS Stats build option;
Descendant's Exp and Mastery Rank Exp gained during the service;
Gold and other valuable Currencies and Materials that might drop during the service.
Trust our PROs to farm this gun for you and save you valuable time. The price for our TFD Hammer & Anvil boost is fair, as usual.
Important note: If you are buying this service before the Season 2, your order's completion will start after the Season begins (05/12).",https://skycoach.gg/storage/uploads/products/hammer-anvil1732112569_picture_bg.png,"36,89 €",Season 2,https://skycoach.gg/the-first-descendant-boost/current-season
Fellows Farm,"Buy TFD Fellows farm and unlock these adorable companions quickly, effortlessly, and guaranteed!
These are not just cute pets; Fellows provide functions of auto picking up and auto dismantling with configurable filters. Make your gameplay much more fun and with much less boring routines with our help; let us unlock a Fellow for you in no time!
With our TFD Fellows farming service, you will get:
A Fellow (companion) obtained on your account;
Void Vessel dungeon completions with all its rewards;
Tons of resources and materials;
Exp, Seasonal Battle Pass Exp, valuable gear, currencies, etc., farmed during the service.
Important note
: If you are buying this service before the Season 2, your order's completion will start after the Season begins (05/12).",https://skycoach.gg/storage/uploads/products/fellows-farm1732106282_picture_bg.png,"44,99 €",Missions,https://skycoach.gg/the-first-descendant-boost/missions
Invasion Dungeons Boost,"Buy TFD Invasion Dungeons boost to get all Season 1 challenging dungeons completed efficiently and guaranteed, and obtain all the loot without missing anything!
This main activity from Season 1: Invasion is full of powerful waves of Vulgus and tricky puzzles that should be done solo the quickest way possible. Meanwhile, the number of daily attempts available for each dungeon is critically small, so it's crucial to deliver a professional performance from the very beginning if you aim to acquire maximum rewards. Don't test your luck and leave that hard work to our PROs, who will nail all the dungeons flawlessly!
With our TFD Invasions boosting service, you will get:
The selected number of Invasion dungeons completed.
Important note
: There is a limit of 4 dungeon runs daily; the rotation of 2 invasions can be attempted twice each day. This way, the service cannot be completed faster than with four completions per day.
The top loot, resources, and materials obtained;
Ironhearth Particles for the seasonal progression farmed;
Exp, Seasonal Battle Pass Exp, valuable currencies, etc., farmed during the service.",https://skycoach.gg/storage/uploads/products/invasion-dungeons-boost1724746028_picture_bg.png,"2,69 €",Missions,https://skycoach.gg/the-first-descendant-boost/missions
Void Vessel Boost,"Buy TFD Void Vessel boost and get this dungeon perfectly completed to earn top-tier rewards. If you want to access the best tools from this Season, you cannot do without completing the Void Vessel. Stop struggling, grinding, and wasting too much time; leave all the hard work to our PROs, so your in-game progress and free time can easily coexist!
With our TFD Void Vessel carry, you will get:
The selected number of Void Vessel dungeons completed.
Access to unlock the Fellows;
Access to unlock Keelan;
Tons of resources and materials;
Exp, Seasonal Battle Pass Exp, valuable gear, currencies, etc., farmed during the service.",https://skycoach.gg/storage/uploads/products/void-vessel-boost1732105441_picture_bg.png,"17,99 €",Missions,https://skycoach.gg/the-first-descendant-boost/missions
Fellows Leveling,"Buy TFD Fellow Leveling to reach the maximum level of your companion quickly, effortlessly, and guaranteed. A max-leveled pet eases your life and speeds up the gameplay, earning insane amounts of gold and resources. Reaching that point of progression is pretty easy; all you need to do is trust our PROs so you can obtain all top-tier Fellow's benefits in no time!
With our TFD Companion boosting, you will get:
The desired level of your Fellow reached;
Tons of impactful upgrades to increase your income and enhance the gameplay;
All the loot and resources gathered during the service.",https://skycoach.gg/storage/uploads/products/fellows-leveling1735059302_picture_bg.png,"2,87 €",Season 2,https://skycoach.gg/the-first-descendant-boost/current-season
Free Void Intercept Carries,"Hurry up and seal the amazing deal while it's available!
You will get:
The selected number of Void Intercept runs + some runs for free;
All the loot that drops during the service;
Experience for your Descendant and Mastery Rank.",https://skycoach.gg/storage/uploads/products/free-void-intercept-runs1720718639_picture_bg.png,"0,99 €",Missions,https://skycoach.gg/the-first-descendant-boost/missions
Excava,"Buy The First Descendant Excava to get the Season 1 Ultimate Weapon quickly and effortlessly. Excava is an Assault Rifle available in the Season 1 Invasion as a free battle pass reward. Let us do all the hard work and boring grinding so you don't have to!
Utilize its potential by choosing our options with Guaranteed God Rolls on stats and see how your DPS will skyrocket! You can choose the stats from our PROs to ensure you will play with maximized damage!
With TFD Excava unlock, you'll get:
Excava Ultimate Assault Rifle obtained;
The selected number of Random or Guaranteed Rolls;
The best DPS Stats build option;
Descendant's Exp and Mastery Rank Exp gained during the service;
Gold and other valuable Currencies and Materials that might drop during the service.
Trust our PROs to farm this gun for you and save you valuable time. The price for our TFD Excava boost is fair, as usual.",https://skycoach.gg/storage/uploads/products/excava1724747112_picture_bg.png,"27,89 €",Season 2,https://skycoach.gg/the-first-descendant-boost/current-season
Sigma Sector Boost,"Buy The First Descendant Sigma Sector boost and complete this operation without any struggling to obtain all special rewards. Getting through the hundreds of Vulgus enemies is tough and takes a lot of time and effort, especially on High-risk. However, High-risk difficulty is the only way to go if you want to extract as much as possible from these missions. Let our PROs take care of you and push you to success with this service!
With Skycoach's TFD Sigma Sector carry, you will get:
The selected number of Sigma Sector Operation completions on Normal or High-risk difficulty;
Unique Arche Factor EXP to enhance your character's abilities;
1 High-Value Relic per day on High-risk;
Lots of valuable gear and materials gathered during the service.",https://skycoach.gg/storage/uploads/products/sigma-sector-boost1741950829_picture_bg.png,"13,99 €",Season 2,https://skycoach.gg/the-first-descendant-boost/current-season
ETA Vouchers Farm,"Buy The First Descendant ETA Vouchers and access exclusive items from ETA-0 weekend events in the easiest way possible! Instead of struggling at 400% Hard Infiltration Operations or farming blueprints for dozens of hours, you can use our fair-priced, high-quality service and forget any hassle.
With our TFD ETA Vouchers farm, you will get:
The chosen amount of Standard or Premium ETA Vouchers farmed on your account;
Access to upgrades for your Descendants and gearing;
Access to unique cosmetic rewards, such as colors and hair dyes;
All other resources and currencies gathered during the service.",https://skycoach.gg/storage/uploads/products/eta-vouchers-farm1728634448_picture_bg.png,"1,79 €",Season 2,https://skycoach.gg/the-first-descendant-boost/current-season
Inversion Reinforcement Boost,"Buy TFD Inversion Reinforcement boost and obtain all beneficial seasonal perks of the Season 1 Invasion quickly and easily.
This progression system changes with every season and provides your character with lots of decent buffs, so it's essential to obtain them all ASAP.
Don't waste your time on exhausting grinding and collecting the Ironheart Particles for many hours; leave all the hassle to Skycoach PROs and enjoy the results of our high-quality hard work!
With TFD Seasonal progression carry, you can get the following effects boosted and abilities obtained:
Ability
Description
Hunt
Improves Descendant's stats
Attribute
Improves Descendant's attribute resistance
Heal
Increases Descendant's HP restoration
Survival
Provides a defensive buff that gets active under certain conditions
Season
Provides special buffs for Invasion dungeons",https://skycoach.gg/storage/uploads/products/inversion-reinforcement-boost1724749818_picture_bg.png,"0,89 €",Season 2,https://skycoach.gg/the-first-descendant-boost/current-season
Sigma Sector Boost,"Buy The First Descendant Sigma Sector boost and complete this operation without any struggling to obtain all special rewards. Getting through the hundreds of Vulgus enemies is tough and takes a lot of time and effort, especially on High-risk. However, High-risk difficulty is the only way to go if you want to extract as much as possible from these missions. Let our PROs take care of you and push you to success with this service!
With Skycoach's TFD Sigma Sector carry, you will get:
The selected number of Sigma Sector Operation completions on Normal or High-risk difficulty;
Unique Arche Factor EXP to enhance your character's abilities;
1 High-Value Relic per day on High-risk;
Lots of valuable gear and materials gathered during the service.",https://skycoach.gg/storage/uploads/products/sigma-sector-boost1741950829_picture_bg.png,"13,99 €",Missions,https://skycoach.gg/the-first-descendant-boost/missions
Void Erosion Purge Boost,"Buy TFD Void Erosion Purge boost to get this time-limited endgame activity completed quickly, effortlessly, and guaranteed.
In Void Erosion Purge missions, enemies get stronger and stronger with each stage, so getting to the last one is a real challenge only the toughest players with the strongest builds can complete. On the other hand, the further you go, the better rewards you get, so it's crucial to complete each run from start to finish.
If you don't want to spend dozens of hours upgrading your character or trying one attempt after another, we have a perfect solution for you! Our PROs will easily get you through all stages, so you can get maximum value in minimum time!
With our TFD Void Erosion Purge carry, you will get:
The selected number of Void Erosion Purge missions completed with maximum stages;
Chance to get a lot of Augmentation Cores to power up your guns;
Lots of time saved!
Note: If you choose Selfplay, our PROs will reach the highest Erosion Purge stage, according to your character's possibilities.",https://skycoach.gg/storage/uploads/products/void-erosion-purge-boost1736852887_picture_bg.png,"3,24 €",Season 2,https://skycoach.gg/the-first-descendant-boost/current-season
Hailey Top-Tier Build,"Buy The First Descendant Hailey Top-Tier Build and obtain the most potent and flexible Endgame build for any purpose of your or the PRO's choice! This service includes everything you need to dominate with Hailey, from the best weapon to the best modules, and all necessary polarizations are done. This is your chance to forget about the grinding for dozens of hours and start your game journey the best way possible!
With TFD Hailey Endgame custom build, you'll get:
The endgame-perfect meta build with a demanded number of Module polarizations;
Any Ultimate Weapon of your/PRO's choice obtained and boosted to Proficiency Level 40;
Hailey unlock and Level 40 boost;
The best Weapon and Gear Modules of your choice (you can ask the PROs to design the best build for you) obtained;
Tons of Mastery EXP, valuable Currency, and rare Materials.
Trust our PROs to farm this build for you and save you valuable time. The price for our TFD Hailey best build boost is fair, as usual.",https://skycoach.gg/storage/uploads/products/hailey-top-tier-build1724835130_picture_bg.png,"179,99 €",Season 2,https://skycoach.gg/the-first-descendant-boost/current-season
Frost Watcher,"Buy The First Descendant Frost Watcher to get the Season 1 Ultimate Weapon quickly and effortlessly. Frost Watcher is a Scout Rifle with massive Chill damage, making it a perfect choice for Hailey and Viessa.
Utilize its potential by choosing our options with Guaranteed God Rolls on stats and see how your DPS will skyrocket! You can choose the stats from our PROs to ensure you will play with maximized damage!
With TFD Excava unlock, you'll get:
Frost Watcher Ultimate Scout Rifle obtained;
The selected number of Random or Guaranteed Rolls;
The best DPS Stats build option;
Descendant's Exp and Mastery Rank Exp gained during the service;
Gold and other valuable Currencies and Materials that might drop during the service.
Trust our PROs to farm this gun for you and save you valuable time. The price for our TFD Frost Watcher boost is fair, as usual.",https://skycoach.gg/storage/uploads/products/frost-watcher1724838978_picture_bg.png,"36,79 €",Season 2,https://skycoach.gg/the-first-descendant-boost/current-season
Void Intercept Boost,"Buy The First Descendant Void Intercept Boost to easily complete all Raid-like game events and obtain the best rewards. Void Intercepts in TFD are a set of specified Boss fights in special arenas located in different areas. Each Boss has his own mechanics, and defeating such Bosses demands from players a well-planned strategy, flawless team communication, and a high character level with top gear to deal with high Boss stats. All these factors mean that completing Void Intercept raids is a difficult challenge but a highly rewarding one. Instead of trying hard for hours, you can rely on Skycoach's professionals, who will complete any Intercept quickly and guarantee it.
With TFD Void Intercept boosting service, you'll get:
Chosen Void Intercepts completed on the chosen difficulty;
A chance to drop some of the best game's loot rewards;
Lots of resources, along with other rewards.",https://skycoach.gg/storage/uploads/products/void-intercept-boost1720003247_picture_bg.png,"0,89 €",Season 2,https://skycoach.gg/the-first-descendant-boost/current-season
Void Vessel Boost,"Buy TFD Void Vessel boost and get this dungeon perfectly completed to earn top-tier rewards. If you want to access the best tools from this Season, you cannot do without completing the Void Vessel. Stop struggling, grinding, and wasting too much time; leave all the hard work to our PROs, so your in-game progress and free time can easily coexist!
With our TFD Void Vessel carry, you will get:
The selected number of Void Vessel dungeons completed.
Access to unlock the Fellows;
Access to unlock Keelan;
Tons of resources and materials;
Exp, Seasonal Battle Pass Exp, valuable gear, currencies, etc., farmed during the service.",https://skycoach.gg/storage/uploads/products/void-vessel-boost1732105441_picture_bg.png,"17,99 €",Season 2,https://skycoach.gg/the-first-descendant-boost/current-season
Zone Missions Boost,"Buy The First Descendant Zone Missions carry to clear the map and obtain rewards from these challenging adventures without consuming hours of your time. Just select the difficulty, and our PROs will do the rest of the work!
With TFD Zone Missions boosting service, you'll get:
All the missions completed in the selected regions;
Some Gold, Weapons, Modules, and resources;
Possible access to the new activities;
Experience for your Mastery and Descendant Rank",https://skycoach.gg/storage/uploads/products/zone-missions-boost1719925164_picture_bg.png,"8,89 €",Missions,https://skycoach.gg/the-first-descendant-boost/missions
Infiltration Missions Boost,"Buy The First Descendant Infiltration Operations Boost and nail all Dungeon-styled versions of Main Missions effortlessly. If you feel that Story missions with their rewards are not enough, you can purchase this service to reap all the rewards from these Co-op challenging adventures without taking time to prepare for the hardcore. Just select the difficulty, and our PROs will do the rest of the work!
With TFD Infiltration Missions boosting service, you'll get:
Chosen Operations completed on the chosen difficulty;
Tons of various Loot and Resources obtained.",https://skycoach.gg/storage/uploads/products/infiltration-missions-boost1720003232_picture_bg.png,"3,68 €",Missions,https://skycoach.gg/the-first-descendant-boost/missions
TFD Seasonal Challenges,"Buy The First Descendant Seasonal Challenges to complete all the game's available Challenges and earn many Battle Pass XP and Supply Coins that you can spend for various BP rewards. Challenges in TFD, especially Seasonal ones, are comprehensive and have enormously long and hard completion goals. We understand that most of players can not afford spending so much time grinding; however, that's not a reason for leaving the Battle Pass rewards! Skycoach PRO Team will help you complete Seasonal and Weekly Challenges and reap all rewards without a minute spent on the exhausting grind!
With TFD Challenges boost, you will get:
The chosen Seasonal or Weekly Challenges completed;
Tons of Battle Pass Exp;
Supply Coins obtained;
Gold and other currencies and materials farmed during the service.",https://skycoach.gg/storage/uploads/products/tfd-seasonal-challenges1721306125_picture_bg.png,"0,89 €",Missions,https://skycoach.gg/the-first-descendant-boost/missions
TFD Campaign Boost,"Buy Main Quest boost in The First Descendant to unlock the endgame content and play catch up to your teammates.
Main Quest completed on your account;
30+ Level for your character;
Chance to get Gold, Weapon Unlocks, and other Currencies;
Special Operations & Void Intercepts unlocked on your character;
Chance to obtain high-tier Weapons and Mods.
All other loot that might be dropped during the boost.
Completing the TFD Campaign is not an easy task. It can take a lot of time to go through all the PvE battles and deal with all the bosses. Obviously, not everyone is willing to spend dozens of hours on this, even though in the end players will be rewarded generously. This is why many people wonder where to buy The First Descendant Campaign carry.
Luckily, we are here to help you! There is nothing easier than buying campaign boosting service at Skycoach. Our pro players will go through the entire storyline in no time, unlocking all the essentials for you!",https://skycoach.gg/storage/uploads/products/tfd-campaign-boost1695179840_picture_bg.webp,"0,99 €",Missions,https://skycoach.gg/the-first-descendant-boost/missions
Special Operations Boost,"Buy The First Descendant Special Operations Boost to obtain tons of valuable rewards from these specified round-based missions. Skycoach's PROs will complete one of the game's most challenging missions and earn impactful loot and resources for you, so you don't have to struggle with surviving enough amount of rounds for the big prizes.
With TFD Special Operations boosting service, you'll get:
One of the chosen Special Operations completed;
All requirements for the maximum drop chances fulfilled;
The game's crucial Loot and Resources drop with high chance.",https://skycoach.gg/storage/uploads/products/special-operations-boost1720003287_picture_bg.png,"0,89 €",Missions,https://skycoach.gg/the-first-descendant-boost/missions
Hire a Team,"Buy The First Descendant Team Hire to enhance your gaming experience with a pack of seasoned Looter-shooter players who know TFD inside out. This service is a no-brainer for doing whatever you want: complete the hardest missions, master Special Operations, and beat Void Intercepts and Infiltration Missions with all top-tier rewards. Our PROs will lead you to glorious victories and massive Gear upgrades effortlessly with our TFD Hourly Team Serivce. Just choose from 1 to 3 Professional players in your party and speedrun all the game's content!
You will get:
The chosen amount (1 to 3) of Top TFD Players to play with you;
Fast Resources farm for the Descendants and Modules unlock;
Any Mission (Campaign, Infiltration, or Special Operations) or Raids (Void Intercepts) completed with all rewards;
All Loot obtained during the carry.",https://skycoach.gg/storage/uploads/products/hire-a-team1720003321_picture_bg.png,"10,99 €",Missions,https://skycoach.gg/the-first-descendant-boost/missions
